,post_text,followers,friends,favorites,statuses,label
10193,@lydiamcrtins i mean depending on when we start we might be able to do both bUT IN CASE we cant,235,185,24407,22302,0
10194,@lydiamcrtins this is us or la la land.....,235,185,24407,22302,0
10196,@lydiamcrtins i havegm t SEEN IT i Literally never go to the MOVIES,235,185,24407,22302,0
10197,"@adclaidekanes also blink, meghan trainor and the chainsmokers omg",235,185,24407,22302,0
10198,5H IS GONNA BE AT THE HOUSTON RODEO WOWOWOOOW,235,185,24407,22302,0
10199,@adclaidekanes she definitely looks the part i will give her that,235,185,24407,22302,0
10200,"no offense bc she's cute and all but emmas voice in batb....,,,,.....",235,185,24407,22302,0
10201,@cameronhoodkin omg its so fun but everyone comes in cowboy hats and boots i wish i was kidding,235,185,24407,22302,0
10202,"@adclaidekanes sam isn't here but SHE WOULD PROBABLY MAYBE APPRECIATE THIS...,,..,,",235,185,24407,22302,0
10203,"this is the most texan/southern thing u will ever see me do but YALL THE RODEO IS SO FUN,,,.,,,",235,185,24407,22302,0
10204,why did i literally forget about the rodeo this year lfmakdjkajsj BUT YOOOOO https://t.co/XYBnqgzzAQ,235,185,24407,22302,0
10208,oh??? THANK YO U ???? I DESERVE THSI SO MUCH ????? https://t.co/XNVRR8wvQK,235,185,24407,22302,0
10211,OH SHIT https://t.co/lIeUueBzcN,235,185,24407,22302,0
10212,@adclaidekanes DYLAN WAS THERE TOO....WOW....he fuckin came out of his cave to celebrate with shelley and tyler https://t.co/pOjKhO5Jmj,235,185,24407,22302,0
10213,"let me take a nap before work, @ me if anything interesting happens at tca",235,185,24407,22302,0
10222,"@amy_santiagos yeah i saw a side view video of them!! like even torrance/megan, torrance/rachel and anna/craig like YALL OMG...",235,185,24407,22302,0
10224,why is all of the reign cast kissing each other at this con!!!!!!,235,185,24407,22302,0
10228,alright so the better question is who DIDNT kiss at this con https://t.co/wigxfrtW7Y,235,185,24407,22302,0
10232,Malso it's just hilarious to me that the cw president said point blank that those shows dying meant now was the time for rd agdjdgshzhd,235,185,24407,22302,0
10233,"i feel like it's fitting that pll and tw had to die for riverdale to rise and i, for one, feel #blessed",235,185,24407,22302,0
10236,@adclaidekanes BUT dove can 100% do it so i still want her,235,185,24407,22302,0
10237,@adclaidekanes i jsut want good roles for her Listen,235,185,24407,22302,0
10238,i wish lindsey could play hs age bc i'd totally petition for her to be sabrina spellman,235,185,24407,22302,0
10240,amazing https://t.co/jWAbbv3RCn,235,185,24407,22302,0
10244,@blcakcanary mood always!!!!!!,235,185,24407,22302,0
10245,"instead of betraying lucifer, which would ensure that the killer would go to jail???¿¿¿ https://t.co/jH7gb7WYcV",235,185,24407,22302,0
10246,"omg....,,,.,..,lucifer killed his brother to protect chloe and chloe gave up her life long dream of getting justice for her father's death",235,185,24407,22302,0
10247,omg..........when lucifer finds out god orchestrated him and chloe meeting he's gonna be devastated lmfao im gonna die,235,185,24407,22302,0
10248,anyways this isn't really news bc context clues but it is #confirmed lucifer and chloe are gonna kiss next episode and im gonna DIE,235,185,24407,22302,0
10249,@amy_santiagos THEYRE SO WHITE......,235,185,24407,22302,0
10250,why is this their go to song agsdhsjjs i mean SAME but https://t.co/hYEQG1DtbO,235,185,24407,22302,0
10251,"@cameronhoodkin at this point..,,,.,..13 seasons.....",235,185,24407,22302,0
10252,@cameronhoodkin petitions usually don't mean anything tbh they obviously still have a loyal fan base but honestly is the show still quality,235,185,24407,22302,0
10253,ok wait pause: how the fuck is supernatural still going i am really deadass serious,235,185,24407,22302,0
10255,i think about this photoshoot A Lot https://t.co/gzyOkuBVho,235,185,24407,22302,0
10260,WELL HELLO https://t.co/q8JdjnsDUJ,235,185,24407,22302,0
10261,@amy_santiagos STOP I WAS JUTS ABOUT TO POST ABOUT THIS IM SCREAMING ????,235,185,24407,22302,0
10262,"actually i'm pretty shocked about jtv, crazy ex-girlfriend and lowkey lot bc none of their ratings are spectacular but . cw dont gaf",235,185,24407,22302,0
10263,*pretends to be shocked* https://t.co/brD9aFYpq8,235,185,24407,22302,0
10264,@cameronhoodkin it started with a 'c' so either that or carnival,235,185,24407,22302,0
10265,@adclaidekanes 2 clarify: this is about the caption . bc im still dead inside over that,235,185,24407,22302,0
10266,@adclaidekanes also @pondandrory !!!!!!,235,185,24407,22302,0
10267,@adclaidekanes i just said THE exact opposite right before this but ok,235,185,24407,22302,0
10268,i luv dying https://t.co/V9A0gBPmlB,235,185,24407,22302,0
10269,TYLER WAS AT SHELLEYS PARTY I LOVE LIVING,235,185,24407,22302,0
10271,"@adclaidekanes dies,,, maybe it's just me but wow that was intense",235,185,24407,22302,0
10272,WAIT actually there's something that just happened that i dont wanna spoil bc i think it's worth watching but the way the witch of the east,235,185,24407,22302,0
10273,@adclaidekanes ok back to the eps,235,185,24407,22302,0
10274,and the way they incorporated toto and the flying monkeys? shook. the witch of the east? SO FUCKIN G ETHEREAL. IM SHOOK.,235,185,24407,22302,0
10275,@adclaidekanes 2 eps which apparently is how they released it??? but anyways also @adriaarjonaa who plays dorothy is so stunning,235,185,24407,22302,0
10276,god ok so i'm watching emerald city and this show is so gorgeous like i've gasped so many times and i'm not even half way through the first,235,185,24407,22302,0
10279,@morganwilIett hi yeah!!,235,185,24407,22302,0
10280,"ik this was britt,,,.,,,... https://t.co/QZqclnThVv",235,185,24407,22302,0
10283,@lydiamcrtins tbh i liked her s1 mostly and parts of s2 but she gets extra ugly in s2,235,185,24407,22302,0
10284,*suffering https://t.co/RmZ2kGIEPv,235,185,24407,22302,0
10285,@lydiamcrtins OH my gdo GOOOOOOOODOD,235,185,24407,22302,0
10294,i just rl cackles oh hm god https://t.co/gqExBghnDs,235,185,24407,22302,0
10295,omg let me wait for britt to watch That Part,235,185,24407,22302,0
10296,@lydiamcrtins THE BIGGEST MOOD,235,185,24407,22302,0
10299,@lydiamcrtins sciles,235,185,24407,22302,0
10301,@adclaidekanes PRETTY GIRLS I REALLY KNOW THIS,235,185,24407,22302,0
10302,@adclaidekanes also accurate would be *pretends to be shocked* BC I KNEW SHE'D LIKE THEM ONCE SHE WATCHED!!!!!! she was juST BLKNDED BY,235,185,24407,22302,0
10304,allydia was the tw endgame i deserved Goodbye,235,185,24407,22302,0
10306,me vs trying not to quote all of britts live tweets with 'mood',235,185,24407,22302,0
10307,@lydiamcrtins WOW i would LITERALLY die for u,235,185,24407,22302,0
10317,"@lydiamcrtins BUT yeah sam got u, that's lincoln, he's the Best grounder",235,185,24407,22302,0
10320,@pondandrory OMG U REALLY...don't gotta do that SAM UR AN ANGEL PLS,235,185,24407,22302,0
10321,@lydiamcrtins I DID and i have work in like 2 hours so i wanna die a little but it's fine,235,185,24407,22302,0
10322,@lydiamcrtins well she was YES but she wasn't just like . sleeping around to sleep around tho,235,185,24407,22302,0
10323,@lydiamcrtins n o wait that's not what was...happening there...,235,185,24407,22302,0
10324,god big mood https://t.co/MC17KPWl18,235,185,24407,22302,0
10325,@lydiamcrtins HEY HELLO i love u lots,235,185,24407,22302,0
10326,adelaide auditioned for daenerys from got god why can't i EVER HAVE NICE THINGS,235,185,24407,22302,0
10327,@amy_santiagos OH MY GOD????? and they picked...emilia over her....wow no offense but....why....,235,185,24407,22302,0
10328,"YES GOD kaldur, jaime/bart ? let's do this pls https://t.co/gh1zkGF3nU",235,185,24407,22302,0
10329,good afternoon i slept in till 3 like the pos i am,235,185,24407,22302,0
10330,@lydiamcrtins gn i love u,235,185,24407,22302,0
10331,i cant rgaheh i hav e to keep checking that t100 live tweet thread it's so fUNNY AHHDJAJAJS,235,185,24407,22302,0
10345,well thsi just kicked my ass into space THANK u https://t.co/8pQi2FuKkq,235,185,24407,22302,0
10346,im suddenly the #1 castle on the hill stan https://t.co/kELWMHcOp2,235,185,24407,22302,0
10350,BABY BOOOOOOY https://t.co/Pa9md5R3In,235,185,24407,22302,0
10351,@cameronhoodkin there is so much mess in ur tweets but i think u had some fun???? so that's good!!! stay hydrated and safe ok,235,185,24407,22302,0
10354,@wallswcst YES WATCH WITH ME,235,185,24407,22302,0
10356,"@adclaidekanes U COME INYO M Y HOUSE ..,,,.,",235,185,24407,22302,0
10357,this was in my video recs on yt. Goodbye https://t.co/SB9nUtWVnX,235,185,24407,22302,0
10358,@pondandrory hope yall get released soon :(,235,185,24407,22302,0
10359,@lydiamcrtins STOP ILL BE AT WORK........,235,185,24407,22302,0
10367,@pondandrory i FEEL like ur the little girl from the help banging on the window right now,235,185,24407,22302,0
10368,@cameronhoodkin also i hope ur having a wonderful trip filled with No Drama,235,185,24407,22302,0
10369,@cameronhoodkin no i know ur gone i just meant the show in general but YES U ME AND SAM IM HYPED,235,185,24407,22302,0
10370,@cameronhoodkin PLS ARE U GONNA WATCH,235,185,24407,22302,0
10371,ariel and jasmine YES idek what's going on bc i'm behind BUT bring in as many princesses as possible https://t.co/VponqM5qAM,235,185,24407,22302,0
10372,@adclaidekanes also 10/10 would recommend superstore if u liked the office bc the humor is similar but not offensive,235,185,24407,22302,0
10373,superstore came back last night AND emerald city premieres tonight . thank u,235,185,24407,22302,0
10374,"@lydiamcrtins ig just let me know if u got any Thoughts or Questions about it,,, we're still on for tuesday tho right",235,185,24407,22302,0
10378,@cameronhoodkin @DoveCameron WAIT i just saw this dove make our dreams come true,235,185,24407,22302,0
10379,@cameronhoodkin this is so nice and Pure,235,185,24407,22302,0
10380,@adclaidekanes god i hope he cuts her hair . literally someone anyone cut her HAIR,235,185,24407,22302,0
10381,@lydiamcrtins we were watching before dylan and i started and i tell u constantly ur not a bother!!! but Noted,235,185,24407,22302,0
10382,i dind t kno that i was starvin till i tasted u https://t.co/TRFDFAbsjS,235,185,24407,22302,0
10383,@lydiamcrtins i'll just go ahead and throw myself in a dumpster then goodbye,235,185,24407,22302,0
10384,stop it's snowing in dallas god it's only RAINING here,235,185,24407,22302,0
10389,@adclaidekanes god i can t BELIEVE THSIS IS THE TWEET SHE NOTICED ??? THIS STUPID MEME,235,185,24407,22302,0
10393,@cameronhoodkin i bet u thought this was real clever but . It Was Not,235,185,24407,22302,0
10394,@claryisabelles i actually have that on my list!! i'm slowly making my way to it but i've heard great things tbh,235,185,24407,22302,0
10395,"@cameronhoodkin so tiny,,, she also gets to show off her chops there it's Nice",235,185,24407,22302,0
10396,@cameronhoodkin PELALSE LISTEN it made me fall SO in love with shelley and really start to like phoebe and britt,235,185,24407,22302,0
10397,MOOD https://t.co/WlfRKbWnCD,235,185,24407,22302,0
10398,@pondandrory IM STILL ALWAYS PRESSED GOD THERE WAS SO MUCH THEY HAD TO EXPLORE,235,185,24407,22302,0
10399,@cameronhoodkin i have it on my nf list!!!!! but u know me,235,185,24407,22302,0
10400,also i've not watched single ep of charmed dont @ me but hell yeah i'll watch this,235,185,24407,22302,0
10401,god rip the secret circle so bad,235,185,24407,22302,0
10402,"wow finally a witch show for me, ur local witch enthusiast!!!!! https://t.co/iYrWIhuqhX",235,185,24407,22302,0
10411,they're both so CUTE https://t.co/3XH42sF3xc,235,185,24407,22302,0
10412,@cameronhoodkin thank u i knwo,235,185,24407,22302,0
10416,CUTIE WHO INVENTED THE FLOWER CROWN!!!!! https://t.co/lRQO04H4xa,235,185,24407,22302,0
10423,@lydiamcrtins OK IM GONNA SHOWER FIRST THEN I WILL,235,185,24407,22302,0
10424,@adclaidekanes I HAVE LITERALLY NEVER HAD A CLOSE THIS GOOD THIS WAS AMAZING thank u god bc i didnt even want to go in,235,185,24407,22302,0
10425,yall i had an hour and a half of down time and still clocked out at 10:08 tonight i really felt god in my sbux tonight,235,185,24407,22302,0
10429,omg this is really cool https://t.co/6stBiPqSz9,235,185,24407,22302,0
10430,"""the relevant blake"" big mood",235,185,24407,22302,0
10431,legends only!!!!!! https://t.co/hlRGBa9SUS,235,185,24407,22302,0
10433,WOOOOOOW THANK U https://t.co/Ckl1RpOSNd,235,185,24407,22302,0
10436,@adclaidekanes .......unless taylor maybe wants to....drop ts6.....@taylorswift13,235,185,24407,22302,0
10437,HALSEY IS DROPPING NEW MUSIC THIS YEAR everyone else go home i'm already claiming this as my favorite album of the year,235,185,24407,22302,0
10438,YES YES YES https://t.co/MKaT3zNhb8,235,185,24407,22302,0
10439,@lydiamcrtins ignore the has idk why that's there,235,185,24407,22302,0
10440,@lydiamcrtins trying to see if i can even get a ride but GOD....... has,235,185,24407,22302,0
10441,@adclaidekanes i was supposed to be off today and yesterday https://t.co/u5Ok7pJvF7,235,185,24407,22302,0
10442,@lydiamcrtins I HAVENT TAKEN IT YET she's having some personal problems and i asked her if she was going in and she said no so like im,235,185,24407,22302,0
10443,@adclaidekanes i got like 3 hours of sleep last night and then i'll walk in and play therapist to my other friend and im jsut. Tired,235,185,24407,22302,0
10444,if i take my friends shift today i'll start a 9 day streak until my next break and i dont want to do it but i need the money god why,235,185,24407,22302,0
10445,@lydiamcrtins STOP that's bc u couldve switched riley with scott and had the same DISCOURSE,235,185,24407,22302,0
10446,@lydiamcrtins honestly some of it sounds similar,235,185,24407,22302,0
10451,*dom voice* oh my god emeraude,235,185,24407,22302,0
10453,hey did yall know that i would die for tyler garcia posey,235,185,24407,22302,0
10455,MY SWEET BOY i rmr crying when i watched this video https://t.co/FQCcf60Ofi,235,185,24407,22302,0
10456,@underwhoos @/thatIovish dmed emeraude in a really respectful way and explained what was happening w/ the box braids and em BLOCKED HER OMG,235,185,24407,22302,0
10459,"@EmeraudeToubia , genuinely just with the intention of educating you. pls just understand that and apologize ok",235,185,24407,22302,0
10460,@EmeraudeToubia telling you that you're appropriating their culture and are trying to help you be educated. none of this is done with malice,235,185,24407,22302,0
10461,"@EmeraudeToubia i know ur getting a lot of these and I'm white so i won't preach @ YOU but your fans of color, specifically black fans, are",235,185,24407,22302,0
10463,why is emeraude doing this why did she literally block someone instead of jsut . listening??? https://t.co/UEAEeax5Jt,235,185,24407,22302,0
10464,@cameronhoodkin honestly it sounds stupid but i genuinely feel like mbti types are a good way to feel people out bu t,235,185,24407,22302,0
10466,@cameronhoodkin tell me ur mbti type so i know it's real,235,185,24407,22302,0
10467,@cameronhoodkin WE WERE HAVING THIS DISCOURSE TONIGHT AT WORK GOD,235,185,24407,22302,0
10468,@adclaidekanes this was in my drafts but hey thanks s4,235,185,24407,22302,0
10469,a concept: not separating bellamy and clarke every season,235,185,24407,22302,0
10470,@cameronhoodkin he's so cute yall leave him out of that mess,235,185,24407,22302,0
10471,@cameronhoodkin they like . lump him and carl from twd in with bruce wayne from gotham and im like....anyways.......,235,185,24407,22302,0
10472,@cameronhoodkin just stay up just DO IT,235,185,24407,22302,0
10474,"@cameronhoodkin OK THANK I KNOW LMFAO plus he OUT there with those ugly ass dreads,,,, next",235,185,24407,22302,0
10475,@cameronhoodkin wait,235,185,24407,22302,0
10476,STOP https://t.co/GEWd6X4hiK,235,185,24407,22302,0
